# Sims 2 GC Decomp — TU Work Queue
# Generated: 2026-03-29
# 439 TUs | 4654/16211 matched (28%)
# Unmatched functions: 11557
#
# Size distribution (unmatched):
#   <=20 bytes  (getter/setter tier): 517
#   <=100 bytes (easy grind tier):    4355
#   <=500 bytes (medium tier):        9993
#   >500 bytes  (complex tier):       1564
#
# Sorted by TU completion % DESC (closest-to-done first = easiest wins)
# TU_NAME | FUNC_ADDRESS | SIZE | FUNC_NAME | TU_COMPLETION_%
#==========================================================================================

e_resprefetchfile | 0x80313298 |   120 | EResPrefetchFile::SetStreamBuffer(EResourceManager *, unsigned int, void *, unsigned int, unsigned int) | 60.0%

# --- e_idirlight [15/25, 60.0%] ---
e_idirlight | 0x80227190 |   168 | EIDirLight::LightingParameters(EVec3 &, float &, EVec3 &, EVec3 &) | 60.0%
e_idirlight | 0x80227238 |   196 | EIDirLight::Setup(void) | 60.0%

# --- e_resprefetchfile [9/15, 60.0%] ---
e_resprefetchfile | 0x803130C0 |   232 | EResPrefetchFile::Read(void *, unsigned int) | 60.0%

# --- e_animnodedatapos [6/10, 60.0%] ---
e_animnodedatapos | 0x8036CB8C |   304 | operator>>(EStream &, EAnimNodeDataPos &) | 60.0%
e_animnodedatapos | 0x8036CA1C |   368 | operator<<(EStream &, EAnimNodeDataPos &) | 60.0%

# --- e_debugmenu [7/12, 58.3%] ---
e_debugmenu | 0x80305D80 |    32 | EDebugMenuItem::EDebugMenuItem(void) | 58.3%
e_debugmenu | 0x80305DA0 |    40 | EDebugMenu::EDebugMenu(void) | 58.3%

# --- cheats [14/24, 58.3%] ---
cheats | 0x80020C40 |   112 | ECheats::EmptyLookupList(void) | 58.3%
cheats | 0x8001ECF4 |   136 | ECheats::~ECheats(void) | 58.3%
cheats | 0x80021124 |   164 | ECheatLookup::ECheatLookup(int, char *, CheatType, void *, char *, bool, bool) | 58.3%

# --- e_debugmenu [7/12, 58.3%] ---
e_debugmenu | 0x80305E90 |   208 | EDebugMenu::ComputeMaxWidth(ERFont *) | 58.3%

# --- cheats [14/24, 58.3%] ---
cheats | 0x800214E0 |   288 | ECheatDMI::GetValue(char *) | 58.3%
cheats | 0x800217B8 |   308 | ECheatDMI::ButtonPress(EDebugMenuButton, float) | 58.3%
cheats | 0x80021600 |   440 | ECheatDMI::ButtonPress(EDebugMenuButton) | 58.3%
cheats | 0x80020F08 |   476 | ECheats::DisableCheats(void) | 58.3%
cheats | 0x80020D10 |   504 | ECheats::EnableCheats(void) | 58.3%
cheats | 0x800211C8 |   600 | ECheatLookup::WriteCheat(EFile *, int &) | 58.3%

# --- e_debugmenu [7/12, 58.3%] ---
e_debugmenu | 0x803062A0 |   692 | EDebugMenu::Update(void) | 58.3%
e_debugmenu | 0x80305F60 |   832 | EDebugMenu::Draw(void) | 58.3%

# --- cheats [14/24, 58.3%] ---
cheats | 0x8001ED7C |  7824 | ECheats::Init(EGlobal &) | 58.3%

# --- e_igameinstance [11/19, 57.9%] ---
e_igameinstance | 0x802277FC |    12 | EIGameInstance::GetTypeInfo(void) const | 57.9%
e_igameinstance | 0x80227808 |    12 | EIGameInstance::GetTypeName(void) const | 57.9%
e_igameinstance | 0x80227814 |    12 | EIGameInstance::GetTypeKey(void) const | 57.9%
e_igameinstance | 0x80227820 |    12 | EIGameInstance::GetTypeVersion(void) const | 57.9%
e_igameinstance | 0x8022782C |    12 | EIGameInstance::GetTypeInfoStatic(void) | 57.9%
e_igameinstance | 0x80227838 |    12 | EIGameInstance::GetReadVersion(void) | 57.9%
e_igameinstance | 0x80227674 |    60 | EIGameInstance::EIGameInstance(void) | 57.9%
e_igameinstance | 0x80227530 |   164 | DigestGeomShaderPtr::UpdateShaderFlags(bool &) | 57.9%

# --- ambientscoreplayer [15/26, 57.7%] ---
ambientscoreplayer | 0x800A8524 |   128 | AmbientScorePlayer::SetListenerCount(int) | 57.7%
ambientscoreplayer | 0x800A80B8 |   132 | AmbientScorePlayer::AmbientScorePlayer(bool) | 57.7%
ambientscoreplayer | 0x800A813C |   156 | AmbientScorePlayer::~AmbientScorePlayer(void) | 57.7%
ambientscoreplayer | 0x800A8ED8 |   184 | AmbientScorePlayer::AddSoundBasedOnProbability(vector<ERAmbientSound *, allocator<ERAmbientSound *> > &, int, bool) | 57.7%
ambientscoreplayer | 0x800A8954 |   196 | AmbientScorePlayer::Shutdown(void) | 57.7%
ambientscoreplayer | 0x800A8B3C |   236 | AmbientScorePlayer::SoundRangeCoversCurTime(ERAmbientSound *) | 57.7%
ambientscoreplayer | 0x800A8774 |   364 | AmbientScorePlayer::Load(char *) | 57.7%
ambientscoreplayer | 0x800A85A4 |   448 | AmbientScorePlayer::UpdateListener(unsigned int, EVec3 &, EVec3 &) | 57.7%
ambientscoreplayer | 0x800A8CB0 |   552 | AmbientScorePlayer::SoundInHearingDistance(ERAmbientSound *) | 57.7%
ambientscoreplayer | 0x800A81D8 |   844 | AmbientScorePlayer::Update(void) | 57.7%
ambientscoreplayer | 0x803A23E8 |  1396 | vector<AmbientScorePlayer::ListenerInfo, allocator<AmbientScorePlayer::ListenerInfo> >::_M_fill_insert(AmbientScorePlayer::ListenerInfo *, unsigned int, AmbientScorePlayer::ListenerInfo &) | 57.7%

# --- treetab [50/87, 57.5%] ---
treetab | 0x80149D7C |    20 | TTabScratchEntry::GetManualOnly(void) const | 57.5%
treetab | 0x80149D98 |    20 | TTabScratchEntry::GetRangeRef(int) const | 57.5%
treetab | 0x80149DAC |    20 | TTabScratchEntry::GetMinRef(int) const | 57.5%
treetab | 0x80149DC0 |    20 | TTabScratchEntry::GetPersonalityVarRef(int) const | 57.5%
treetab | 0x80149DD4 |    20 | TTabScratchEntry::GetRangeRef(int) | 57.5%
treetab | 0x80149DE8 |    20 | TTabScratchEntry::GetMinRef(int) | 57.5%
treetab | 0x80149DFC |    20 | TTabScratchEntry::GetPersonalityVarRef(int) | 57.5%
treetab | 0x80149B64 |    32 | TTabScratchEntry::SetAvailableToVisitors(bool) | 57.5%
treetab | 0x80149B90 |    32 | TTabScratchEntry::SetCanJoin(bool) | 57.5%
treetab | 0x80149BBC |    32 | TTabScratchEntry::SetImmediate(bool) | 57.5%
treetab | 0x80149BE8 |    32 | TTabScratchEntry::SetAllowConsecutive(bool) | 57.5%
treetab | 0x80149C14 |    32 | TTabScratchEntry::SetAvailableToGhosts(bool) | 57.5%
treetab | 0x80149C44 |    32 | TTabScratchEntry::SetAvailableToAdults(bool) | 57.5%
treetab | 0x80149C70 |    32 | TTabScratchEntry::SetAvailableToChildrenDemo(bool) | 57.5%
treetab | 0x80149CAC |    32 | TTabScratchEntry::SetDebugOnly(bool) | 57.5%
treetab | 0x80149CD8 |    32 | TTabScratchEntry::SetAutoFirstSelect(bool) | 57.5%
treetab | 0x80149D04 |    32 | TTabScratchEntry::SetAvailableToVisitingPlayers(bool) | 57.5%
treetab | 0x80149D30 |    32 | TTabScratchEntry::SetIgnorePrefixTree(bool) | 57.5%
treetab | 0x80149D5C |    32 | TTabScratchEntry::SetMustRun(bool) | 57.5%
treetab | 0x801499BC |    44 | TreeTableAdScratch::TreeTableAdScratch(void) | 57.5%
treetab | 0x801493EC |    48 | TreeTableEntry::GetAttenuationValue(bool) const | 57.5%
treetab | 0x801496C0 |    48 | TTabScratchEntry::GetAttenuationValue(bool) const | 57.5%
treetab | 0x801499E8 |    52 | TreeTableAdScratch::~TreeTableAdScratch(void) | 57.5%
treetab | 0x801493B0 |    60 | TreeTable::GetNthEntry(int) const | 57.5%
treetab | 0x80149980 |    60 | TreeTable::GetIndexOfNthOrderedEntry(int) const | 57.5%
treetab | 0x80149E30 |    72 | TTabScratchEntry::SetAd(int, ITreeTableAd &) | 57.5%
treetab | 0x80149ED0 |    76 | TTabScratchEntry::GetName(void) const | 57.5%
treetab | 0x80149774 |    92 | TreeTableAdScratch::Release(void) | 57.5%
treetab | 0x80149854 |    92 | TTabScratchEntry::Release(void) | 57.5%
treetab | 0x80149924 |    92 | TreeTable::GetIndexByTreeID(short, short) const | 57.5%
treetab | 0x803AE1F0 |   112 | TreeTableEntry * FindRes<TreeTableEntry>(TreeTableEntry *, TreeTableEntry *, int) | 57.5%
treetab | 0x801498B0 |   116 | TreeTable::GetIndexOfResource(short) const | 57.5%
treetab | 0x8014941C |   124 | TTabScratchEntry::TTabScratchEntry(void) | 57.5%
treetab | 0x80149498 |   132 | TTabScratchEntry::~TTabScratchEntry(void) | 57.5%
treetab | 0x801492EC |   196 | CalculateAttenuationValue(bool, int, float) | 57.5%
treetab | 0x80149A1C |   228 | TreeTableAdScratch::operator=(ITreeTableAd &) | 57.5%
treetab | 0x8014951C |   420 | TTabScratchEntry::CopyFrom(ITreeTableEntry *) | 57.5%

# --- e_dl [8/14, 57.1%] ---
e_dl | 0x803633E4 |    36 | EDL::AllocFlushableExternal(void *, int) | 57.1%
e_dl | 0x803630A0 |   124 | EDL::~EDL(void) | 57.1%
e_dl | 0x80363014 |   140 | EDL::EDL(int) | 57.1%
e_dl | 0x8036311C |   144 | EDL::Validate(void) | 57.1%
e_dl | 0x803631AC |   156 | EDL::operator new(unsigned int) | 57.1%
e_dl | 0x80363248 |   192 | EDL::operator delete(void *) | 57.1%

# --- stdresfile [4/7, 57.1%] ---
stdresfile | 0x80145954 |   196 | StdResFile::StdResFile(void) | 57.1%
stdresfile | 0x80145C38 |   196 | EdithResFile::EdithResFile(void) | 57.1%
stdresfile | 0x80145A18 |   544 | StdResFile::Open(StringBuffer &) | 57.1%

# --- e_ngcctrlmanager [9/16, 56.2%] ---
e_ngcctrlmanager | 0x8032DC50 |    52 | ENgcControllerManager::~ENgcControllerManager(void) | 56.2%
e_ngcctrlmanager | 0x8032DC10 |    64 | ENgcControllerManager::ENgcControllerManager(void) | 56.2%
e_ngcctrlmanager | 0x803C7560 |   184 | ENgcController::UpdateMotors(void) | 56.2%
e_ngcctrlmanager | 0x8032DC84 |   216 | ENgcControllerManager::Init(void) | 56.2%
e_ngcctrlmanager | 0x803C7470 |   240 | ENgcController::GetStick(PADStatus &, int, int) | 56.2%
e_ngcctrlmanager | 0x803C7274 |   508 | ENgcController::GetButtons(PADStatus &) | 56.2%
e_ngcctrlmanager | 0x8032DD60 |   564 | ENgcControllerManager::Update(void) | 56.2%

# --- memorymeterwin [5/9, 55.6%] ---
memorymeterwin | 0x803A0218 |    52 | Panelstateman::~Panelstateman(void) | 55.6%
memorymeterwin | 0x800579C0 |    92 | EMemoryMeterWin::GetAffordable(ObjSelector *) | 55.6%
memorymeterwin | 0x800578D8 |   104 | EMemoryMeterWin::EMemoryMeterWin(void) | 55.6%
memorymeterwin | 0x80057A1C |   504 | EMemoryMeterWin::PollMemoryLevels(void) | 55.6%

# --- emitter [11/20, 55.0%] ---
emitter | 0x8023867C |    32 | Emitter::GetNumActiveParticles(void) | 55.0%
emitter | 0x80238928 |    44 | Emitter::Reset(void) | 55.0%
emitter | 0x80238B08 |    48 | Emitter::GetInstName(EInstance::InstType &) | 55.0%
emitter | 0x80238608 |   116 | Emitter::SetState(int, int) | 55.0%
emitter | 0x802386A4 |   136 | Emitter::Emitter(void) | 55.0%
emitter | 0x802383EC |   148 | Emitter::Create(char *, float *, pemitterinfo *, void (*)(particle *, PVector4 *, float, float, PVector4 *, void *), void (*)(void *), void (*)(pemitter *, PVector4 *, PVector4 *), void *) | 55.0%
emitter | 0x80238570 |   152 | Emitter::SetMatrix(float *) | 55.0%
emitter | 0x8023878C |   192 | Emitter::SetCallbacks(void (*)(particle *, PVector4 *, float, float, PVector4 *, void *), void (*)(void *), void (*)(void *), void (*)(pemitter *, PVector4 *, PVector4 *), void *, void (*)(void *), void *, void (*)(void *), void *) | 55.0%
emitter | 0x802389DC |   300 | Emitter::Draw(ELevelDrawData &) | 55.0%

# --- e_graphics [51/93, 54.8%] ---
e_graphics | 0x802F2204 |    12 | EGraphics::GetFarZVal(void) | 54.8%
e_graphics | 0x802F2210 |    12 | EGraphics::GetNearZVal(void) | 54.8%
e_graphics | 0x802F222C |    12 | EGraphics::GetScreenAspect(void) | 54.8%
e_graphics | 0x802F1F9C |    24 | EGraphics::GetFrameBufferTextureCoordinate(EVec2) | 54.8%
e_graphics | 0x802F12B0 |    36 | EGraphics::GetScissorRect(TRect<float> *, TRect<float> &, TRect<float> &) | 54.8%
e_graphics | 0x802F1390 |    40 | EGraphics::AllocRC(RCMode) | 54.8%
e_graphics | 0x802F1324 |    44 | EGraphics::AllocDL(RCMode) | 54.8%
e_graphics | 0x802F158C |    44 | EGraphics::Destroy(EDL *) | 54.8%
e_graphics | 0x802F1E98 |    48 | EGraphics::GetSystemFont(void) | 54.8%
e_graphics | 0x802F15B8 |    52 | EGraphics::DeallocateDL(EDL *, RCMode) | 54.8%
e_graphics | 0x802F1954 |    52 | EGraphics::CreateMovie(void) | 54.8%
e_graphics | 0x802F1988 |    52 | EGraphics::Destroy(EMovie *) | 54.8%
e_graphics | 0x802F1350 |    64 | EGraphics::FreeDL(EDL *, RCMode) | 54.8%
e_graphics | 0x802F13B8 |    64 | EGraphics::FreeRC(ERC *, RCMode) | 54.8%
e_graphics | 0x802F2248 |    64 | EGraphics::GetXPixelSize(void) | 54.8%
e_graphics | 0x802F2288 |    64 | EGraphics::GetYPixelSize(void) | 54.8%
e_graphics | 0x802F2094 |    68 | EGraphics::SetWorldBloom(float, float, float, float) | 54.8%
e_graphics | 0x802F1EC8 |    72 | EGraphics::DisplayTiming(bool, EVec2 &) | 54.8%
e_graphics | 0x802F0F34 |    76 | EGraphics::~EGraphics(void) | 54.8%
e_graphics | 0x802F19BC |    76 | EGraphics::AllocVertexData(unsigned int) | 54.8%
e_graphics | 0x802F1A08 |    80 | EGraphics::FreeVertexData(void *) | 54.8%
e_graphics | 0x802F17EC |    84 | EGraphics::Destroy(EShader *) | 54.8%
e_graphics | 0x802F10C8 |    88 | EGraphics::BeginFrame(void) | 54.8%
e_graphics | 0x802F2030 |   100 | EGraphics::SetBloom(void) | 54.8%
e_graphics | 0x802F18E4 |   112 | EGraphics::Destroy(ERenderSurface *) | 54.8%
e_graphics | 0x802F13F8 |   120 | EGraphics::Open(RCMode) | 54.8%
e_graphics | 0x802F1B3C |   124 | EGraphics::SetUpNormalMapMatrix(void) | 54.8%
e_graphics | 0x802F1BB8 |   124 | EGraphics::LoadSystemFont(void) | 54.8%
e_graphics | 0x802F1FB4 |   124 | EGraphics::SetCameraBloom(float, float, float, float) | 54.8%
e_graphics | 0x802F1120 |   136 | EGraphics::EndFrame(void) | 54.8%
e_graphics | 0x802F1F10 |   140 | EGraphics::SetCensorRect(EVec3 &, EVec3 &, bool) | 54.8%
e_graphics | 0x802F1034 |   148 | EGraphics::DeselectTextures(void) | 54.8%
e_graphics | 0x802F11B0 |   148 | EGraphics::Flush(void) | 54.8%
e_graphics | 0x802F15EC |   164 | EGraphics::CreateTexture(ETextureDef &) | 54.8%
e_graphics | 0x802F1748 |   164 | EGraphics::CreateShader(EShaderDef &) | 54.8%
e_graphics | 0x802F1840 |   164 | EGraphics::CreateRenderSurface(ERenderSurfaceDef &) | 54.8%
e_graphics | 0x802F0F84 |   176 | EGraphics::Init(void) | 54.8%
e_graphics | 0x802F1470 |   176 | EGraphics::Close(ERC *) | 54.8%
e_graphics | 0x802F1690 |   184 | EGraphics::Destroy(ETexture *) | 54.8%
e_graphics | 0x802F1A58 |   228 | EGraphics::ComputeViewport(EViewport &, TRect<float> &) | 54.8%
e_graphics | 0x802F0D9C |   408 | EGraphics::EGraphics(void) | 54.8%
e_graphics | 0x802F1C34 |   612 | EGraphics::DrawTiming(void) | 54.8%

# --- reffects_sequencer [13/24, 54.2%] ---
reffects_sequencer | 0x8036B160 |    12 | REffectsSequencer::GetTypeInfo(void) const | 54.2%
reffects_sequencer | 0x8036B16C |    12 | REffectsSequencer::GetTypeName(void) const | 54.2%
reffects_sequencer | 0x8036B178 |    12 | REffectsSequencer::GetTypeKey(void) const | 54.2%
reffects_sequencer | 0x8036B184 |    12 | REffectsSequencer::GetTypeVersion(void) const | 54.2%
reffects_sequencer | 0x8036B190 |    12 | REffectsSequencer::GetTypeInfoStatic(void) | 54.2%
reffects_sequencer | 0x8036B19C |    12 | REffectsSequencer::GetReadVersion(void) | 54.2%
reffects_sequencer | 0x8036B0AC |    48 | REffectsSequencer::New(void) | 54.2%
reffects_sequencer | 0x8036AF08 |    52 | REffectsSequencer::Deallocate(void) | 54.2%
reffects_sequencer | 0x8036AE70 |    60 | REffectsSequencer::REffectsSequencer(void) | 54.2%
reffects_sequencer | 0x8036AEAC |    92 | REffectsSequencer::~REffectsSequencer(void) | 54.2%
reffects_sequencer | 0x8036AF4C |   176 | REffectsSequencer::Load(EFile *) | 54.2%

# --- playerfamilyimpl [7/13, 53.8%] ---
playerfamilyimpl | 0x8012D140 |    32 | PlayerFamilyImpl::GetStatValue(int) const | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C68D0 |    52 | EFile::operator delete(void *) | 53.8%
e_file | 0x802C6890 |    56 | EFile::operator new(unsigned int) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015CA44 |    60 | GetSmartDataFactory(void) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C6048 |    68 | EFile::EFile(void) | 53.8%

# --- playerfamilyimpl [7/13, 53.8%] ---
playerfamilyimpl | 0x8012D160 |    68 | PlayerFamilyImpl::GetStatRef(int, short **) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015CC1C |    92 | SmartDataFactory::Release(void) | 53.8%
smartdatafactory | 0x803AE964 |    92 | _Rb_tree<pair<unsigned int, ObjectDataID>, pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider>, _Select1st<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> >, less<pair<unsigned int, ObjectDataID> >, allocator<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> > >::_M_erase(_Rb_tree_node<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> > *) | 53.8%

# --- playerfamilyimpl [7/13, 53.8%] ---
playerfamilyimpl | 0x8012CF68 |   104 | PlayerFamilyImpl::PlayerFamilyImpl(int) | 53.8%
playerfamilyimpl | 0x8012CFD0 |   104 | PlayerFamilyImpl::~PlayerFamilyImpl(void) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C62E8 |   108 | DupString(char *) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015CF14 |   108 | SmartDataFactory::CreateObject(unsigned int, unsigned int, void **) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C608C |   112 | EFile::~EFile(void) | 53.8%

# --- playerfamilyimpl [7/13, 53.8%] ---
playerfamilyimpl | 0x8012D038 |   112 | PlayerFamilyImpl::ClearFamily(void) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015CA80 |   124 | SmartDataFactory::SmartDataFactory(void) | 53.8%
smartdatafactory | 0x8015CF80 |   136 | SmartDataFactory::CreateObject(unsigned int, ObjectDataID &, void **) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C67FC |   148 | operator>>(EFile &, EStorable *&) | 53.8%

# --- playerfamilyimpl [7/13, 53.8%] ---
playerfamilyimpl | 0x8012D0A8 |   152 | PlayerFamilyImpl::DoStream(ReconBuffer *, int) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C6760 |   156 | operator>>(EFile &, EStorable &) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015CAFC |   156 | SmartDataFactory::~SmartDataFactory(void) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C66C0 |   160 | operator>>(EFile &, EString &) | 53.8%
e_file | 0x802C6428 |   208 | EFile::Fprintf(char *,...) | 53.8%
e_file | 0x802C6354 |   212 | EFile::SetName(char *) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015CDCC |   328 | SmartDataFactory::SetDataProvider(unsigned int, ObjectDataID &, ISmartDataFactory::tDataProvider) | 53.8%
smartdatafactory | 0x8015CC78 |   340 | SmartDataFactory::GetDataProvider(unsigned int, ObjectDataID &) const | 53.8%
smartdatafactory | 0x803AE9C0 |   356 | _Rb_tree<pair<unsigned int, ObjectDataID>, pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider>, _Select1st<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> >, less<pair<unsigned int, ObjectDataID> >, allocator<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> > >::_M_insert(_Rb_tree_node_base *, _Rb_tree_node_base *, pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> &, _Rb_tree_node_base *) | 53.8%
smartdatafactory | 0x803AEB24 |   356 | _Rb_tree<pair<unsigned int, ObjectDataID>, pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider>, _Select1st<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> >, less<pair<unsigned int, ObjectDataID> >, allocator<pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> > >::insert_unique(pair<pair<unsigned int, ObjectDataID>, ISmartDataFactory::tDataProvider> &) | 53.8%

# --- e_file [14/26, 53.8%] ---
e_file | 0x802C64F8 |   456 | EFile::ReadStructure(unsigned int) | 53.8%
e_file | 0x802C6104 |   484 | SplitPath(char *, char *, char *, char *, char *) | 53.8%

# --- smartdatafactory [14/26, 53.8%] ---
smartdatafactory | 0x8015D008 |  2156 | SmartDataFactory::CreateObjectFromProvider(unsigned int, ISmartDataFactory::tDataProvider, void **) | 53.8%

# --- e_ipointlight [15/28, 53.6%] ---
e_ipointlight | 0x8022A560 |    12 | EIPointLight::GetTypeInfo(void) const | 53.6%
e_ipointlight | 0x8022A56C |    12 | EIPointLight::GetTypeName(void) const | 53.6%
e_ipointlight | 0x8022A578 |    12 | EIPointLight::GetTypeKey(void) const | 53.6%
e_ipointlight | 0x8022A584 |    12 | EIPointLight::GetTypeVersion(void) const | 53.6%
e_ipointlight | 0x8022A590 |    12 | EIPointLight::GetTypeInfoStatic(void) | 53.6%
e_ipointlight | 0x8022A59C |    12 | EIPointLight::GetReadVersion(void) | 53.6%
e_ipointlight | 0x80229DCC |   172 | EIPointLight::EIPointLight(void) | 53.6%
e_ipointlight | 0x80229E78 |   200 | EIPointLight::Write(EStream &) | 53.6%
e_ipointlight | 0x80229F40 |   200 | EIPointLight::Read(EStream &) | 53.6%
e_ipointlight | 0x8022A008 |   216 | EIPointLight::CalcFullIntensityLightOnPoint(EVec3 &, float &) | 53.6%
e_ipointlight | 0x8022A278 |   220 | EIPointLight::SetPosition(EVec3 &) | 53.6%
e_ipointlight | 0x8022A354 |   240 | EIPointLight::Setup(void) | 53.6%
e_ipointlight | 0x8022A0E0 |   408 | EIPointLight::LightingParameters(EVec3 &, float &, EVec3 &, EVec3 &) | 53.6%

# --- movieplayer [8/15, 53.3%] ---
movieplayer | 0x800587EC |    52 | MoviePlayerEndgameMovieState::Shutdown(void) | 53.3%
movieplayer | 0x803A0254 |    52 | MoviePlayerEndgameMovieState::~MoviePlayerEndgameMovieState(void) | 53.3%
movieplayer | 0x803A0288 |    52 | StateMachineState::~StateMachineState(void) | 53.3%
movieplayer | 0x80058820 |    56 | MoviePlayerEndgameMovieState::MoviePlayerEndgameMovieState(int) | 53.3%
movieplayer | 0x8005871C |    92 | MoviePlayerEndgameMovieState::Update(float) | 53.3%
movieplayer | 0x80058778 |   112 | MoviePlayerEndgameMovieState::GotoGame(void) | 53.3%
movieplayer | 0x800585FC |   288 | MoviePlayerEndgameMovieState::Reset(void) | 53.3%

# --- e_ngcmemorycard [29/55, 52.7%] ---
e_ngcmemorycard | 0x8032FE7C |    32 | ENgcMemoryCard::ENgcMemoryCard(void) | 52.7%
e_ngcmemorycard | 0x8032FE9C |    52 | ENgcMemoryCard::~ENgcMemoryCard(void) | 52.7%
e_ngcmemorycard | 0x803C7668 |    52 | EMemoryCard::~EMemoryCard(void) | 52.7%
e_ngcmemorycard | 0x80333C5C |    88 | ENgcMemoryCard::IsEnoughFiles(unsigned int, unsigned int, bool &) | 52.7%
e_ngcmemorycard | 0x80333BF0 |   108 | ENgcMemoryCard::IsSpaceAvailable(unsigned int, unsigned int, bool &) | 52.7%
e_ngcmemorycard | 0x80334E9C |   144 | LoadTexPalette(TEXPalette **, char *) | 52.7%
e_ngcmemorycard | 0x80333FA0 |   160 | ENgcMemoryCard::AnyCardsPresent(int &) | 52.7%
e_ngcmemorycard | 0x8032FF08 |   280 | ENgcMemoryCard::SetComments(unsigned wchar_t *, unsigned wchar_t *) | 52.7%
e_ngcmemorycard | 0x80334F2C |   296 | UnpackTexPalette(TEXPalette *) | 52.7%
e_ngcmemorycard | 0x80333E40 |   352 | ENgcMemoryCard::IsWrongDevice(unsigned int) | 52.7%
e_ngcmemorycard | 0x80334D38 |   356 | ENgcMemoryCard::GetSectorSize(int, unsigned int &) | 52.7%
e_ngcmemorycard | 0x80333CD4 |   364 | ENgcMemoryCard::IsCardAvailable(unsigned int) | 52.7%
e_ngcmemorycard | 0x80330020 |   412 | ENgcMemoryCard::InitMemoryCard(void) | 52.7%
e_ngcmemorycard | 0x80332FEC |   756 | ENgcMemoryCard::FormatCardS(unsigned int) | 52.7%
e_ngcmemorycard | 0x80332CE4 |   776 | ENgcMemoryCard::DeleteDataS(char *, unsigned int) | 52.7%
e_ngcmemorycard | 0x80334040 |   936 | ENgcMemoryCard::IsCardFormated(unsigned int, bool &) | 52.7%
e_ngcmemorycard | 0x80333318 |  1132 | ENgcMemoryCard::GetFreeSpaceS(unsigned int, unsigned int &) | 52.7%
e_ngcmemorycard | 0x80333784 |  1132 | ENgcMemoryCard::GetFreeFilesS(unsigned int, int &) | 52.7%
e_ngcmemorycard | 0x803343E8 |  1184 | ENgcMemoryCard::GetFileList(unsigned int, char *, unsigned int, char (*)[31]) | 52.7%
e_ngcmemorycard | 0x80334898 |  1184 | ENgcMemoryCard::DoesFileExist(char *, unsigned int, bool &) | 52.7%
